Time (Hour),Node 0 (Apparent Power; Total),Node 0 (Apparent Power; Critical),Node 0 (Apparent Power; Remaining),Node 0 (Real Power; Total),Node 0 (Real Power; Critical),Node 0 (Real Power; Remaining),Node 0 (Reactive Power; Total),Node 0 (Reactive Power; Critical),Node 0 (Reactive Power; Remaining),Node 1 (Apparent Power; Total),Node 1 (Apparent Power; Critical),Node 1 (Apparent Power; Remaining),Node 1 (Real Power; Total),Node 1 (Real Power; Critical),Node 1 (Real Power; Remaining),Node 1 (Reactive Power; Total),Node 1 (Reactive Power; Critical),Node 1 (Reactive Power; Remaining),Node 2 (Apparent Power; Total),Node 2 (Apparent Power; Critical),Node 2 (Apparent Power; Remaining),Node 2 (Real Power; Total),Node 2 (Real Power; Critical),Node 2 (Real Power; Remaining),Node 2 (Reactive Power; Total),Node 2 (Reactive Power; Critical),Node 2 (Reactive Power; Remaining),Node 3 (Apparent Power; Total),Node 3 (Apparent Power; Critical),Node 3 (Apparent Power; Remaining),Node 3 (Real Power; Total),Node 3 (Real Power; Critical),Node 3 (Real Power; Remaining),Node 3 (Reactive Power; Total),Node 3 (Reactive Power; Critical),Node 3 (Reactive Power; Remaining),Node 4 (Apparent Power; Total),Node 4 (Apparent Power; Critical),Node 4 (Apparent Power; Remaining),Node 4 (Real Power; Total),Node 4 (Real Power; Critical),Node 4 (Real Power; Remaining),Node 4 (Reactive Power; Total),Node 4 (Reactive Power; Critical),Node 4 (Reactive Power; Remaining),Node 5 (Apparent Power; Total),Node 5 (Apparent Power; Critical),Node 5 (Apparent Power; Remaining),Node 5 (Real Power; Total),Node 5 (Real Power; Critical),Node 5 (Real Power; Remaining),Node 5 (Reactive Power; Total),Node 5 (Reactive Power; Critical),Node 5 (Reactive Power; Remaining),Node 6 (Apparent Power; Total),Node 6 (Apparent Power; Critical),Node 6 (Apparent Power; Remaining),Node 6 (Real Power; Total),Node 6 (Real Power; Critical),Node 6 (Real Power; Remaining),Node 6 (Reactive Power; Total),Node 6 (Reactive Power; Critical),Node 6 (Reactive Power; Remaining),Node 7 (Apparent Power; Total),Node 7 (Apparent Power; Critical),Node 7 (Apparent Power; Remaining),Node 7 (Real Power; Total),Node 7 (Real Power; Critical),Node 7 (Real Power; Remaining),Node 7 (Reactive Power; Total),Node 7 (Reactive Power; Critical),Node 7 (Reactive Power; Remaining)
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667290737,0.993684211,0.673606526,1.5839262,0.944,0.6399262,0.520611366,0.310277795,0.21033357,37.48557895,5.263157895,32.22242105,35.6113,5,30.6113,11.70486827,1.643420526,10.06144775,0.936764421,0.263157895,0.673606526,0.8899262,0.25,0.6399262,0.292504597,0.082171026,0.21033357,1.019421053,0.263157895,0.756263158,0.96845,0.25,0.71845,0.318314122,0.082171026,0.236143095
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701587263,0.993684211,0.707903053,1.6165079,0.944,0.6725079,0.531320453,0.310277795,0.221042657,34.91942105,5.263157895,29.65626316,33.17345,5,28.17345,10.90358573,1.643420526,9.260165203,0.971060947,0.263157895,0.707903053,0.9225079,0.25,0.6725079,0.303213684,0.082171026,0.221042657,1.100263158,0.263157895,0.837105263,1.04525,0.25,0.79525,0.343557061,0.082171026,0.261386035
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687178421,0.993684211,0.693494211,1.6028195,0.944,0.6588195,0.526821293,0.310277795,0.216543498,31.59573684,5.263157895,26.33257895,30.01595,5,25.01595,9.865765667,1.643420526,8.222345141,0.956652105,0.263157895,0.693494211,0.9088195,0.25,0.6588195,0.298714524,0.082171026,0.216543498,1.077263158,0.263157895,0.814105263,1.0234,0.25,0.7734,0.336375313,0.082171026,0.254204287
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681802737,0.993684211,0.688118526,1.5977126,0.944,0.6537126,0.525142736,0.310277795,0.214864941,29.28226316,5.263157895,24.01910526,27.81815,5,22.81815,9.14338374,1.643420526,7.499963215,0.951276421,0.263157895,0.688118526,0.9037126,0.25,0.6537126,0.297035967,0.082171026,0.214864941,1.104473684,0.263157895,0.841315789,1.04925,0.25,0.79925,0.344871797,0.082171026,0.262700771
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649669158,0.993684211,0.655984947,1.5671857,0.944,0.6231857,0.515109029,0.310277795,0.204831234,27.22357895,5.263157895,21.96042105,25.8624,5,20.8624,8.500559802,1.643420526,6.857139276,0.919142842,0.263157895,0.655984947,0.8731857,0.25,0.6231857,0.28700226,0.082171026,0.204831234,1.182736842,0.263157895,0.919578947,1.1236,0.25,0.8736,0.369309461,0.082171026,0.287138434
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558850211,0.993684211,0.565166,1.4809077,0.944,0.5369077,0.486750822,0.310277795,0.176473027,24.605,5.263157895,19.34184211,23.37475,5,18.37475,7.682908788,1.643420526,6.039488262,0.828323895,0.263157895,0.565166,0.7869077,0.25,0.5369077,0.258644053,0.082171026,0.176473027,1.091947368,0.263157895,0.828789474,1.03735,0.25,0.78735,0.340960457,0.082171026,0.25878943
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435322947,0.993684211,0.441638737,1.3635568,0.944,0.4195568,0.448179447,0.310277795,0.137901651,21.43726316,5.263157895,16.17410526,20.3654,5,15.3654,6.693783276,1.643420526,5.05036275,0.704796632,0.263157895,0.441638737,0.6695568,0.25,0.4195568,0.220072678,0.082171026,0.137901651,0.863947368,0.263157895,0.600789474,0.82075,0.25,0.57075,0.269767479,0.082171026,0.187596453
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315221368,0.993684211,0.321537158,1.2494603,0.944,0.3054603,0.410677741,0.310277795,0.100399945,19.54310526,5.263157895,14.27994737,18.56595,5,13.56595,6.102332663,1.643420526,4.458912137,0.584695053,0.263157895,0.321537158,0.5554603,0.25,0.3054603,0.182570972,0.082171026,0.100399945,0.710421053,0.263157895,0.447263158,0.6749,0.25,0.4249,0.221828903,0.082171026,0.139657876
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243327579,0.993684211,0.249643368,1.1811612,0.944,0.2371612,0.388228912,0.310277795,0.077951117,18.40531579,5.263157895,13.14215789,17.48505,5,12.48505,5.747058013,1.643420526,4.103637487,0.512801263,0.263157895,0.249643368,0.4871612,0.25,0.2371612,0.160122143,0.082171026,0.077951117,0.588052632,0.263157895,0.324894737,0.55865,0.25,0.30865,0.183619375,0.082171026,0.101448349
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185775684,0.993684211,0.192091474,1.1264869,0.944,0.1824869,0.370258339,0.310277795,0.059980543,17.841,5.263157895,12.57784211,16.94895,5,11.94895,5.570850464,1.643420526,3.927429939,0.455249368,0.263157895,0.192091474,0.4324869,0.25,0.1824869,0.14215157,0.082171026,0.059980543,0.517578947,0.263157895,0.254421053,0.4917,0.25,0.2417,0.161613975,0.082171026,0.079442948
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156560947,0.993684211,0.162876737,1.0987329,0.944,0.1547329,0.36113604,0.310277795,0.050858245,18.36305263,5.263157895,13.09989474,17.4449,5,12.4449,5.733861346,1.643420526,4.090440821,0.426034632,0.263157895,0.162876737,0.4047329,0.25,0.1547329,0.133029271,0.082171026,0.050858245,0.477842105,0.263157895,0.214684211,0.45395,0.25,0.20395,0.14920615,0.082171026,0.067035123
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138576,0.993684211,0.144891789,1.0816472,0.944,0.1376472,0.355520242,0.310277795,0.045242447,18.69610526,5.263157895,13.43294737,17.7613,5,12.7613,5.837856997,1.643420526,4.194436471,0.408049684,0.263157895,0.144891789,0.3876472,0.25,0.1376472,0.127413473,0.082171026,0.045242447,0.468736842,0.263157895,0.205578947,0.4453,0.25,0.1953,0.146363032,0.082171026,0.064192006
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141374526,0.993684211,0.147690316,1.0843058,0.944,0.1403058,0.356394082,0.310277795,0.046116286,19.711,5.263157895,14.44784211,18.72545,5,13.72545,6.154757777,1.643420526,4.511337251,0.410848211,0.263157895,0.147690316,0.3903058,0.25,0.1403058,0.128287313,0.082171026,0.046116286,0.502421053,0.263157895,0.239263158,0.4773,0.25,0.2273,0.156880923,0.082171026,0.074709897
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167654632,0.993684211,0.173970421,1.1092719,0.944,0.1652719,0.364600042,0.310277795,0.054322247,23.75273684,5.263157895,18.48957895,22.5651,5,17.5651,7.416789702,1.643420526,5.773369176,0.437128316,0.263157895,0.173970421,0.4152719,0.25,0.1652719,0.136493273,0.082171026,0.054322247,0.539,0.263157895,0.275842105,0.51205,0.25,0.26205,0.168302696,0.082171026,0.08613167
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20744,0.993684211,0.213755789,1.147068,0.944,0.203068,0.377023019,0.310277795,0.066745224,29.38073684,5.263157895,24.11757895,27.9117,5,22.9117,9.174132139,1.643420526,7.530711613,0.476913684,0.263157895,0.213755789,0.453068,0.25,0.203068,0.14891625,0.082171026,0.066745224,0.662842105,0.263157895,0.399684211,0.6297,0.25,0.3797,0.206972381,0.082171026,0.124801355
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238291474,0.993684211,0.244607263,1.1763769,0.944,0.2323769,0.386656389,0.310277795,0.076378593,35.09794737,5.263157895,29.83478947,33.34305,5,28.34305,10.95933055,1.643420526,9.315910027,0.507765158,0.263157895,0.244607263,0.4823769,0.25,0.2323769,0.15854962,0.082171026,0.076378593,0.701157895,0.263157895,0.438,0.6661,0.25,0.4161,0.218936482,0.082171026,0.136765456
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218735579,0.993684211,0.225051368,1.1577988,0.944,0.2137988,0.380550063,0.310277795,0.070272267,39.94873684,5.263157895,34.68557895,37.9513,5,32.9513,12.47398908,1.643420526,10.83056855,0.488209263,0.263157895,0.225051368,0.4637988,0.25,0.2137988,0.152443294,0.082171026,0.070272267,0.639736842,0.263157895,0.376578947,0.60775,0.25,0.35775,0.199757765,0.082171026,0.117586739
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234418737,0.993684211,0.240734526,1.1726978,0.944,0.2286978,0.385447127,0.310277795,0.075169332,43.19636842,5.263157895,37.93321053,41.03655,5,36.03655,13.48806172,1.643420526,11.84464119,0.503892421,0.263157895,0.240734526,0.4786978,0.25,0.2286978,0.157340358,0.082171026,0.075169332,0.628578947,0.263157895,0.365421053,0.59715,0.25,0.34715,0.196273713,0.082171026,0.114102687
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261760105,0.993684211,0.268075895,1.1986721,0.944,0.2546721,0.393984467,0.310277795,0.083706671,44.57136842,5.263157895,39.30821053,42.3428,5,37.3428,13.91740533,1.643420526,12.2739848,0.531233789,0.263157895,0.268075895,0.5046721,0.25,0.2546721,0.165877698,0.082171026,0.083706671,0.628684211,0.263157895,0.365526316,0.59725,0.25,0.34725,0.196306582,0.082171026,0.114135556
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305630316,0.993684211,0.311946105,1.2403488,0.944,0.2963488,0.407682935,0.310277795,0.09740514,45.28089474,5.263157895,40.01773684,43.01685,5,38.01685,14.13895485,1.643420526,12.49553432,0.575104,0.263157895,0.311946105,0.5463488,0.25,0.2963488,0.179576166,0.082171026,0.09740514,0.637368421,0.263157895,0.374210526,0.6055,0.25,0.3555,0.199018226,0.082171026,0.116847199
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359251474,0.993684211,0.365567263,1.2912889,0.944,0.3472889,0.424426137,0.310277795,0.114148341,44.63742105,5.263157895,39.37426316,42.40555,5,37.40555,13.93803026,1.643420526,12.29460973,0.628725158,0.263157895,0.365567263,0.5972889,0.25,0.3472889,0.196319368,0.082171026,0.114148341,0.632631579,0.263157895,0.369473684,0.601,0.25,0.351,0.197539147,0.082171026,0.115368121
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414017053,0.993684211,0.420332842,1.3433162,0.944,0.3993162,0.441526683,0.310277795,0.131248888,44.31721053,5.263157895,39.05405263,42.10135,5,37.10135,13.83804455,1.643420526,12.19462403,0.683490737,0.263157895,0.420332842,0.6493162,0.25,0.3993162,0.213419914,0.082171026,0.131248888,0.615052632,0.263157895,0.351894737,0.5843,0.25,0.3343,0.192050123,0.082171026,0.109879096
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480911368,0.993684211,0.487227158,1.4068658,0.944,0.4628658,0.462414427,0.310277795,0.152136631,43.24242105,5.263157895,37.97926316,41.0803,5,36.0803,13.50244165,1.643420526,11.85902112,0.750385053,0.263157895,0.487227158,0.7128658,0.25,0.4628658,0.234307658,0.082171026,0.152136631,0.637210526,0.263157895,0.374052632,0.60535,0.25,0.35535,0.198968923,0.082171026,0.116797897
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583868,0.993684211,0.590183789,1.5046746,0.944,0.5606746,0.494562624,0.310277795,0.184284829,41.22294737,5.263157895,35.95978947,39.1618,5,34.1618,12.87186119,1.643420526,11.22844066,0.853341684,0.263157895,0.590183789,0.8106746,0.25,0.5606746,0.266455855,0.082171026,0.184284829,0.660842105,0.263157895,0.397684211,0.6278,0.25,0.3778,0.206347881,0.082171026,0.124176855
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667290737,0.993684211,0.673606526,1.5839262,0.944,0.6399262,0.520611366,0.310277795,0.21033357,39.007,5.263157895,33.74384211,37.05665,5,32.05665,12.17993185,1.643420526,10.53651132,0.936764421,0.263157895,0.673606526,0.8899262,0.25,0.6399262,0.292504597,0.082171026,0.21033357,0.701210526,0.263157895,0.438052632,0.66615,0.25,0.41615,0.218952917,0.082171026,0.13678189
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701587263,0.993684211,0.707903053,1.6165079,0.944,0.6725079,0.531320453,0.310277795,0.221042657,36.50752632,5.263157895,31.24436842,34.68215,5,29.68215,11.39947144,1.643420526,9.756050913,0.971060947,0.263157895,0.707903053,0.9225079,0.25,0.6725079,0.303213684,0.082171026,0.221042657,0.796368421,0.263157895,0.533210526,0.75655,0.25,0.50655,0.24866596,0.082171026,0.166494933
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687178421,0.993684211,0.693494211,1.6028195,0.944,0.6588195,0.526821293,0.310277795,0.216543498,33.68952632,5.263157895,28.42636842,32.00505,5,27.00505,10.51955122,1.643420526,8.876130695,0.956652105,0.263157895,0.693494211,0.9088195,0.25,0.6588195,0.298714524,0.082171026,0.216543498,0.845894737,0.263157895,0.582736842,0.8036,0.25,0.5536,0.264130547,0.082171026,0.181959521
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681802737,0.993684211,0.688118526,1.5977126,0.944,0.6537126,0.525142736,0.310277795,0.214864941,31.19968421,5.263157895,25.93652632,29.6397,5,24.6397,9.742098272,1.643420526,8.098677746,0.951276421,0.263157895,0.688118526,0.9037126,0.25,0.6537126,0.297035967,0.082171026,0.214864941,0.892473684,0.263157895,0.629315789,0.84785,0.25,0.59785,0.278674819,0.082171026,0.196503792
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.649669158,0.993684211,0.655984947,1.5671857,0.944,0.6231857,0.515109029,0.310277795,0.204831234,29.28326316,5.263157895,24.02010526,27.8191,5,22.8191,9.14369599,1.643420526,7.500275464,0.919142842,0.263157895,0.655984947,0.8731857,0.25,0.6231857,0.28700226,0.082171026,0.204831234,0.986736842,0.263157895,0.723578947,0.9374,0.25,0.6874,0.30810848,0.082171026,0.225937454
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.558850211,0.993684211,0.565166,1.4809077,0.944,0.5369077,0.486750822,0.310277795,0.176473027,26.54373684,5.263157895,21.28057895,25.21655,5,20.21655,8.288279172,1.643420526,6.644858647,0.828323895,0.263157895,0.565166,0.7869077,0.25,0.5369077,0.258644053,0.082171026,0.176473027,0.918368421,0.263157895,0.655210526,0.87245,0.25,0.62245,0.286760448,0.082171026,0.204589421
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.435322947,0.993684211,0.441638737,1.3635568,0.944,0.4195568,0.448179447,0.310277795,0.137901651,23.61126316,5.263157895,18.34810526,22.4307,5,17.4307,7.372614558,1.643420526,5.729194032,0.704796632,0.263157895,0.441638737,0.6695568,0.25,0.4195568,0.220072678,0.082171026,0.137901651,0.759263158,0.263157895,0.496105263,0.7213,0.25,0.4713,0.237079845,0.082171026,0.154908819
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315221368,0.993684211,0.321537158,1.2494603,0.944,0.3054603,0.410677741,0.310277795,0.100399945,21.43936842,5.263157895,16.17621053,20.3674,5,15.3674,6.694440644,1.643420526,5.051020118,0.584695053,0.263157895,0.321537158,0.5554603,0.25,0.3054603,0.182570972,0.082171026,0.100399945,0.614210526,0.263157895,0.351052632,0.5835,0.25,0.3335,0.191787175,0.082171026,0.109616149
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243327579,0.993684211,0.249643368,1.1811612,0.944,0.2371612,0.388228912,0.310277795,0.077951117,19.93663158,5.263157895,14.67347368,18.9398,5,13.9398,6.225211215,1.643420526,4.581790689,0.512801263,0.263157895,0.249643368,0.4871612,0.25,0.2371612,0.160122143,0.082171026,0.077951117,0.524473684,0.263157895,0.261315789,0.49825,0.25,0.24825,0.163766855,0.082171026,0.081595829
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185775684,0.993684211,0.192091474,1.1264869,0.944,0.1824869,0.370258339,0.310277795,0.059980543,19.21589474,5.263157895,13.95273684,18.2551,5,13.2551,6.000161208,1.643420526,4.356740683,0.455249368,0.263157895,0.192091474,0.4324869,0.25,0.1824869,0.14215157,0.082171026,0.059980543,0.476631579,0.263157895,0.213473684,0.4528,0.25,0.2028,0.148828163,0.082171026,0.066657137
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156560947,0.993684211,0.162876737,1.0987329,0.944,0.1547329,0.36113604,0.310277795,0.050858245,18.79573684,5.263157895,13.53257895,17.85595,5,12.85595,5.868966948,1.643420526,4.225546422,0.426034632,0.263157895,0.162876737,0.4047329,0.25,0.1547329,0.133029271,0.082171026,0.050858245,0.453263158,0.263157895,0.190105263,0.4306,0.25,0.1806,0.141531376,0.082171026,0.059360349
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138576,0.993684211,0.144891789,1.0816472,0.944,0.1376472,0.355520242,0.310277795,0.045242447,19.10921053,5.263157895,13.84605263,18.15375,5,13.15375,5.966849074,1.643420526,4.323428548,0.408049684,0.263157895,0.144891789,0.3876472,0.25,0.1376472,0.127413473,0.082171026,0.045242447,0.454947368,0.263157895,0.191789474,0.4322,0.25,0.1822,0.14205727,0.082171026,0.059886244
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141374526,0.993684211,0.147690316,1.0843058,0.944,0.1403058,0.356394082,0.310277795,0.046116286,20.17657895,5.263157895,14.91342105,19.16775,5,14.16775,6.300134757,1.643420526,4.656714231,0.410848211,0.263157895,0.147690316,0.3903058,0.25,0.1403058,0.128287313,0.082171026,0.046116286,0.461368421,0.263157895,0.198210526,0.4383,0.25,0.1883,0.144062243,0.082171026,0.061891217
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167654632,0.993684211,0.173970421,1.1092719,0.944,0.1652719,0.364600042,0.310277795,0.054322247,24.09568421,5.263157895,18.83252632,22.8909,5,17.8909,7.523874983,1.643420526,5.880454457,0.437128316,0.263157895,0.173970421,0.4152719,0.25,0.1652719,0.136493273,0.082171026,0.054322247,0.513842105,0.263157895,0.250684211,0.48815,0.25,0.23815,0.160447146,0.082171026,0.07827612
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20744,0.993684211,0.213755789,1.147068,0.944,0.203068,0.377023019,0.310277795,0.066745224,29.57063158,5.263157895,24.30747368,28.0921,5,23.0921,9.233426751,1.643420526,7.590006225,0.476913684,0.263157895,0.213755789,0.453068,0.25,0.203068,0.14891625,0.082171026,0.066745224,0.644105263,0.263157895,0.380947368,0.6119,0.25,0.3619,0.201121804,0.082171026,0.118950778
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238291474,0.993684211,0.244607263,1.1763769,0.944,0.2323769,0.386656389,0.310277795,0.076378593,35.50721053,5.263157895,30.24405263,33.73185,5,28.73185,11.08712293,1.643420526,9.443702407,0.507765158,0.263157895,0.244607263,0.4823769,0.25,0.2323769,0.15854962,0.082171026,0.076378593,0.689157895,0.263157895,0.426,0.6547,0.25,0.4047,0.215189484,0.082171026,0.133018457
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.218735579,0.993684211,0.225051368,1.1577988,0.944,0.2137988,0.380550063,0.310277795,0.070272267,40.94315789,5.263157895,35.68,38.896,5,33.896,12.78449696,1.643420526,11.14107643,0.488209263,0.263157895,0.225051368,0.4637988,0.25,0.2137988,0.152443294,0.082171026,0.070272267,0.669947368,0.263157895,0.406789474,0.63645,0.25,0.38645,0.209190999,0.082171026,0.127019972
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234418737,0.993684211,0.240734526,1.1726978,0.944,0.2286978,0.385447127,0.310277795,0.075169332,43.77552632,5.263157895,38.51236842,41.58675,5,36.58675,13.66890371,1.643420526,12.02548319,0.503892421,0.263157895,0.240734526,0.4786978,0.25,0.2286978,0.157340358,0.082171026,0.075169332,0.698263158,0.263157895,0.435105263,0.66335,0.25,0.41335,0.218032601,0.082171026,0.135861575
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261760105,0.993684211,0.268075895,1.1986721,0.944,0.2546721,0.393984467,0.310277795,0.083706671,45.18626316,5.263157895,39.92310526,42.92695,5,37.92695,14.10940615,1.643420526,12.46598562,0.531233789,0.263157895,0.268075895,0.5046721,0.25,0.2546721,0.165877698,0.082171026,0.083706671,0.672473684,0.263157895,0.409315789,0.63885,0.25,0.38885,0.209979841,0.082171026,0.127808814
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305630316,0.993684211,0.311946105,1.2403488,0.944,0.2963488,0.407682935,0.310277795,0.09740514,45.27457895,5.263157895,40.01142105,43.01085,5,38.01085,14.13698275,1.643420526,12.49356222,0.575104,0.263157895,0.311946105,0.5463488,0.25,0.2963488,0.179576166,0.082171026,0.09740514,0.646157895,0.263157895,0.383,0.61385,0.25,0.36385,0.201762738,0.082171026,0.119591712
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.359251474,0.993684211,0.365567263,1.2912889,0.944,0.3472889,0.424426137,0.310277795,0.114148341,43.98678947,5.263157895,38.72363158,41.78745,5,36.78745,13.73487061,1.643420526,12.09145009,0.628725158,0.263157895,0.365567263,0.5972889,0.25,0.3472889,0.196319368,0.082171026,0.114148341,0.649105263,0.263157895,0.385947368,0.61665,0.25,0.36665,0.202683053,0.082171026,0.120512027
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414017053,0.993684211,0.420332842,1.3433162,0.944,0.3993162,0.441526683,0.310277795,0.131248888,43.87305263,5.263157895,38.60989474,41.6794,5,36.6794,13.69935629,1.643420526,12.05593577,0.683490737,0.263157895,0.420332842,0.6493162,0.25,0.3993162,0.213419914,0.082171026,0.131248888,0.637052632,0.263157895,0.373894737,0.6052,0.25,0.3552,0.19891962,0.082171026,0.116748594
